 PVI-Measurement from: Date 16:12:19  Time 09:59:11 
                   to:      16:12:19       11:51:19 
            Condition: stopped                      
 -------------------------------------------------- 
 System :
 Temp   :
 Comment:
        :
        :
        :
        :
        :
        :
 -------------------------------------------------- 
 S-FILE   : >unnamed<                               
 RunTime  :   1h  52min  8.0  sek                   
 PotRange :  7.33146e-01V   to   7.39589e-01V       
 CurRange :  5.29124e-03A   to   6.93181e-03A       

Lines:   3365
Columns: 4

 Index        Time/s        Potential/V      Current/A   
   2589       5175.00000     7.39455e-01     6.42178e-03 
   2590       5177.00000     7.39488e-01     6.42224e-03 
   2591       5179.00000     7.39456e-01     6.43718e-03 
   2592       5181.00000     7.39420e-01     6.41039e-03 
   2593       5183.00000     7.39434e-01     6.40655e-03 
   2594       5185.00000     7.39439e-01     6.42527e-03 
   2595       5187.00000     7.39438e-01     6.43376e-03 
   2596       5189.00000     7.39480e-01     6.43030e-03 
   2597       5191.00000     7.39398e-01     6.44601e-03 
   2598       5193.00000     7.39483e-01     6.45312e-03 
   2599       5195.00000     7.39435e-01     6.45917e-03 
   2600       5197.00000     7.39399e-01     6.47685e-03 
   2601       5199.00000     7.39433e-01     6.49735e-03 
   2602       5201.00000     7.39510e-01     6.50922e-03 
   2603       5203.00000     7.39443e-01     6.47963e-03 
   2604       5205.00000     7.39444e-01     6.34130e-03 
   2605       5207.00000     7.39422e-01     6.36632e-03 
   2606       5209.00000     7.39495e-01     6.37338e-03 
   2607       5211.00000     7.39368e-01     6.30126e-03 
   2608       5213.00000     7.39411e-01     6.30942e-03 
   2609       5215.00000     7.39455e-01     6.32702e-03 
   2610       5217.00000     7.39449e-01     6.34060e-03 
   2611       5219.00000     7.39373e-01     6.35885e-03 
   2612       5221.00000     7.39394e-01     6.37197e-03 
   2613       5223.00000     7.39454e-01     6.38780e-03 
   2614       5225.00000     7.39397e-01     6.40034e-03 
   2615       5227.00000     7.39358e-01     6.41350e-03 
   2616       5229.00000     7.39372e-01     6.42950e-03 
   2617       5231.00000     7.39348e-01     6.41993e-03 
   2618       5233.00000     7.39486e-01     6.40772e-03 
   2619       5235.00000     7.39402e-01     6.44488e-03 
   2620       5237.00000     7.39472e-01     6.39198e-03 
   2621       5239.00000     7.39337e-01     6.38939e-03 
   2622       5241.00000     7.39369e-01     6.41226e-03 
   2623       5243.00000     7.39468e-01     6.40496e-03 
   2624       5245.00000     7.39388e-01     6.41171e-03 
   2625       5247.00000     7.39439e-01     6.42527e-03 
   2626       5249.00000     7.39371e-01     6.43971e-03 
   2627       5251.00000     7.39420e-01     6.44639e-03 
   2628       5253.00000     7.39415e-01     6.42110e-03 
   2629       5255.00000     7.39454e-01     6.38880e-03 
   2630       5257.00000     7.39450e-01     6.39605e-03 
   2631       5259.00000     7.39415e-01     6.42389e-03 
   2632       5261.00000     7.39451e-01     6.43318e-03 
   2633       5263.00000     7.39448e-01     6.44109e-03 
   2634       5265.00000     7.39437e-01     6.41323e-03 
   2635       5267.00000     7.39451e-01     6.41075e-03 
   2636       5269.00000     7.39481e-01     6.40533e-03 
   2637       5271.00000     7.39367e-01     6.40689e-03 
   2638       5273.00000     7.39418e-01     6.38756e-03 
   2639       5275.00000     7.39494e-01     6.36762e-03 
   2640       5277.00000     7.39409e-01     6.37179e-03 
   2641       5279.00000     7.39440e-01     6.35151e-03 
   2642       5281.00000     7.39432e-01     6.35552e-03 
   2643       5283.00000     7.39392e-01     6.36932e-03 
   2644       5285.00000     7.39413e-01     6.36678e-03 
   2645       5287.00000     7.39426e-01     6.39332e-03 
   2646       5289.00000     7.39390e-01     6.41683e-03 
   2647       5291.00000     7.39400e-01     6.43563e-03 
   2648       5293.00000     7.39379e-01     6.45552e-03 
   2649       5295.00000     7.39450e-01     6.44853e-03 
   2650       5297.00000     7.39429e-01     6.41419e-03 
   2651       5299.00000     7.39466e-01     6.41636e-03 
   2652       5301.00000     7.39514e-01     6.36018e-03 
   2653       5303.00000     7.39415e-01     6.37353e-03 
   2654       5305.00000     7.39488e-01     6.37766e-03 
   2655       5307.00000     7.39389e-01     6.38737e-03 
   2656       5309.00000     7.39422e-01     6.38933e-03 
   2657       5311.00000     7.39428e-01     6.39541e-03 
   2658       5313.00000     7.39380e-01     6.41401e-03 
   2659       5315.00000     7.39374e-01     6.39978e-03 
   2660       5317.00000     7.39515e-01     6.39634e-03 
   2661       5319.00000     7.39429e-01     6.38730e-03 
   2662       5321.00000     7.39576e-01     6.39853e-03 
   2663       5323.00000     7.39365e-01     6.41203e-03 
   2664       5325.00000     7.39332e-01     6.43159e-03 
   2665       5327.00000     7.39447e-01     6.43544e-03 
   2666       5329.00000     7.39453e-01     6.40090e-03 
   2667       5331.00000     7.39436e-01     6.38619e-03 
   2668       5333.00000     7.39456e-01     6.39899e-03 
   2669       5335.00000     7.39436e-01     6.41544e-03 
   2670       5337.00000     7.39448e-01     6.40817e-03 
   2671       5339.00000     7.39471e-01     6.42617e-03 
   2672       5341.00000     7.39483e-01     6.43337e-03 
   2673       5343.00000     7.39519e-01     6.40645e-03 
   2674       5345.00000     7.39436e-01     6.39515e-03 
   2675       5347.00000     7.39402e-01     6.32018e-03 
   2676       5349.00000     7.39454e-01     6.33231e-03 
   2677       5351.00000     7.39482e-01     6.36528e-03 
   2678       5353.00000     7.39431e-01     6.37263e-03 
   2679       5355.00000     7.39401e-01     6.38343e-03 
   2680       5357.00000     7.39443e-01     6.39034e-03 
   2681       5359.00000     7.39451e-01     6.41011e-03 
   2682       5361.00000     7.39383e-01     6.42880e-03 
   2683       5363.00000     7.39425e-01     6.43042e-03 
   2684       5365.00000     7.39480e-01     6.43778e-03 
   2685       5367.00000     7.39372e-01     6.37339e-03 
   2686       5369.00000     7.39408e-01     6.40041e-03 
   2687       5371.00000     7.39411e-01     6.34176e-03 
   2688       5373.00000     7.39493e-01     6.34357e-03 
   2689       5375.00000     7.39428e-01     6.36387e-03 
   2690       5377.00000     7.39499e-01     6.39257e-03 
   2691       5379.00000     7.39422e-01     6.38572e-03 
   2692       5381.00000     7.39401e-01     6.37439e-03 
   2693       5383.00000     7.39482e-01     6.38187e-03 
   2694       5385.00000     7.39425e-01     6.37917e-03 
   2695       5387.00000     7.39466e-01     6.39451e-03 
   2696       5389.00000     7.39438e-01     6.39364e-03 
   2697       5391.00000     7.39446e-01     6.40183e-03 
   2698       5393.00000     7.39443e-01     6.41840e-03 
   2699       5395.00000     7.39437e-01     6.42784e-03 
   2700       5397.00000     7.39491e-01     6.44180e-03 
   2701       5399.00000     7.39394e-01     6.45426e-03 
   2702       5401.00000     7.39396e-01     6.46068e-03 
   2703       5403.00000     7.39526e-01     6.41243e-03 
   2704       5405.00000     7.39468e-01     6.41841e-03 
   2705       5407.00000     7.39363e-01     6.38764e-03 
   2706       5409.00000     7.39376e-01     6.36791e-03 
   2707       5411.00000     7.39488e-01     6.38196e-03 
   2708       5413.00000     7.39456e-01     6.39014e-03 
   2709       5415.00000     7.39437e-01     6.39845e-03 
   2710       5417.00000     7.39461e-01     6.35253e-03 
   2711       5419.00000     7.39465e-01     6.33975e-03 
   2712       5421.00000     7.39435e-01     6.35586e-03 
   2713       5423.00000     7.39415e-01     6.36524e-03 
   2714       5425.00000     7.39487e-01     6.37726e-03 
   2715       5427.00000     7.39436e-01     6.39659e-03 
   2716       5429.00000     7.39397e-01     6.39425e-03 
   2717       5431.00000     7.39373e-01     6.39902e-03 
   2718       5433.00000     7.39545e-01     6.41590e-03 
   2719       5435.00000     7.39447e-01     6.42167e-03 
   2720       5437.00000     7.39441e-01     6.44397e-03 
   2721       5439.00000     7.39353e-01     6.43819e-03 
   2722       5441.00000     7.39515e-01     6.32871e-03 
   2723       5443.00000     7.39470e-01     6.35331e-03 
   2724       5445.00000     7.39480e-01     6.36360e-03 
   2725       5447.00000     7.39391e-01     6.36608e-03 
   2726       5449.00000     7.39448e-01     6.36277e-03 
   2727       5451.00000     7.39498e-01     6.33950e-03 
   2728       5453.00000     7.39399e-01     6.28047e-03 
   2729       5455.00000     7.39412e-01     6.28427e-03 
   2730       5457.00000     7.39478e-01     6.30708e-03 
   2731       5459.00000     7.39492e-01     6.34420e-03 
   2732       5461.00000     7.39403e-01     6.34932e-03 
   2733       5463.00000     7.39436e-01     6.36012e-03 
   2734       5465.00000     7.39380e-01     6.35687e-03 
   2735       5467.00000     7.39382e-01     6.32207e-03 
   2736       5469.00000     7.39397e-01     6.33352e-03 
   2737       5471.00000     7.39414e-01     6.34697e-03 
   2738       5473.00000     7.39500e-01     6.35394e-03 
   2739       5475.00000     7.39395e-01     6.37658e-03 
   2740       5477.00000     7.39409e-01     6.33639e-03 
   2741       5479.00000     7.39432e-01     6.33311e-03 
   2742       5481.00000     7.39414e-01     6.33162e-03 
   2743       5483.00000     7.39481e-01     6.32347e-03 
   2744       5485.00000     7.39496e-01     6.32427e-03 
   2745       5487.00000     7.39440e-01     6.32766e-03 
   2746       5489.00000     7.39333e-01     6.34783e-03 
   2747       5491.00000     7.39462e-01     6.35075e-03 
   2748       5493.00000     7.39439e-01     6.35422e-03 
   2749       5495.00000     7.39410e-01     6.37838e-03 
   2750       5497.00000     7.39448e-01     6.38320e-03 
   2751       5499.00000     7.39392e-01     6.39088e-03 
   2752       5501.00000     7.39527e-01     6.40840e-03 
   2753       5503.00000     7.39480e-01     6.42111e-03 
   2754       5505.00000     7.39410e-01     6.33770e-03 
   2755       5507.00000     7.39524e-01     6.32858e-03 
   2756       5509.00000     7.39360e-01     6.33797e-03 
   2757       5511.00000     7.39450e-01     6.34924e-03 
   2758       5513.00000     7.39521e-01     6.36204e-03 
   2759       5515.00000     7.39422e-01     6.36351e-03 
   2760       5517.00000     7.39341e-01     6.35425e-03 
   2761       5519.00000     7.39493e-01     6.35554e-03 
   2762       5521.00000     7.39387e-01     6.31332e-03 
   2763       5523.00000     7.39495e-01     6.30413e-03 
   2764       5525.00000     7.39427e-01     6.30457e-03 
   2765       5527.00000     7.39354e-01     6.31910e-03 
   2766       5529.00000     7.39453e-01     6.32667e-03 
   2767       5531.00000     7.39531e-01     6.33831e-03 
   2768       5533.00000     7.39465e-01     6.35167e-03 
   2769       5535.00000     7.39413e-01     6.36332e-03 
   2770       5537.00000     7.39442e-01     6.37324e-03 
   2771       5539.00000     7.39549e-01     6.35843e-03 
   2772       5541.00000     7.39435e-01     6.33526e-03 
   2773       5543.00000     7.39446e-01     6.34514e-03 
   2774       5545.00000     7.39509e-01     6.35312e-03 
   2775       5547.00000     7.39399e-01     6.35169e-03 
   2776       5549.00000     7.39424e-01     6.37206e-03 
   2777       5551.00000     7.39440e-01     6.33453e-03 
   2778       5553.00000     7.39357e-01     6.33710e-03 
   2779       5555.00000     7.39383e-01     6.37271e-03 
   2780       5557.00000     7.39381e-01     6.36509e-03 
   2781       5559.00000     7.39474e-01     6.35584e-03 
   2782       5561.00000     7.39428e-01     6.35992e-03 
   2783       5563.00000     7.39349e-01     6.34261e-03 
   2784       5565.00000     7.39442e-01     6.34376e-03 
   2785       5567.00000     7.39436e-01     6.34706e-03 
   2786       5569.00000     7.39369e-01     6.36101e-03 
   2787       5571.00000     7.39418e-01     6.37348e-03 
   2788       5573.00000     7.39417e-01     6.34304e-03 
   2789       5575.00000     7.39482e-01     6.34376e-03 
   2790       5577.00000     7.39394e-01     6.29871e-03 
   2791       5579.00000     7.39396e-01     6.32325e-03 
   2792       5581.00000     7.39449e-01     6.31065e-03 
   2793       5583.00000     7.39370e-01     6.31232e-03 
   2794       5585.00000     7.39460e-01     6.33359e-03 
   2795       5587.00000     7.39423e-01     6.34507e-03 
   2796       5589.00000     7.39443e-01     6.29868e-03 
   2797       5591.00000     7.39410e-01     6.22555e-03 
   2798       5593.00000     7.39469e-01     6.24635e-03 
   2799       5595.00000     7.39549e-01     6.25885e-03 
   2800       5597.00000     7.39437e-01     6.26997e-03 
   2801       5599.00000     7.39347e-01     6.28552e-03 
   2802       5601.00000     7.39365e-01     6.30566e-03 
   2803       5603.00000     7.39398e-01     6.32452e-03 
   2804       5605.00000     7.39415e-01     6.28839e-03 
   2805       5607.00000     7.39472e-01     6.30013e-03 
   2806       5609.00000     7.39384e-01     6.31388e-03 
   2807       5611.00000     7.39436e-01     6.31134e-03 
   2808       5613.00000     7.39507e-01     6.32124e-03 
   2809       5615.00000     7.39415e-01     6.32982e-03 
   2810       5617.00000     7.39417e-01     6.34257e-03 
   2811       5619.00000     7.39391e-01     6.34799e-03 
   2812       5621.00000     7.39509e-01     6.34077e-03 
   2813       5623.00000     7.39499e-01     6.26187e-03 
   2814       5625.00000     7.39580e-01     6.25431e-03 
   2815       5627.00000     7.39444e-01     6.28136e-03 
   2816       5629.00000     7.39442e-01     6.29510e-03 
   2817       5631.00000     7.39472e-01     6.29001e-03 
   2818       5633.00000     7.39500e-01     6.23136e-03 
   2819       5635.00000     7.39435e-01     6.22495e-03 
   2820       5637.00000     7.39395e-01     6.23504e-03 
   2821       5639.00000     7.39410e-01     6.23709e-03 
   2822       5641.00000     7.39451e-01     6.25295e-03 
   2823       5643.00000     7.39419e-01     6.26041e-03 
   2824       5645.00000     7.39401e-01     6.26374e-03 
   2825       5647.00000     7.39443e-01     6.21093e-03 
   2826       5649.00000     7.39508e-01     6.18513e-03 
   2827       5651.00000     7.39344e-01     6.19769e-03 
   2828       5653.00000     7.39368e-01     6.21893e-03 
   2829       5655.00000     7.39367e-01     6.21680e-03 
   2830       5657.00000     7.39491e-01     6.23972e-03 
   2831       5659.00000     7.39347e-01     6.23336e-03 
   2832       5661.00000     7.39342e-01     6.23468e-03 
   2833       5663.00000     7.39331e-01     6.24630e-03 
   2834       5665.00000     7.39525e-01     6.27074e-03 
   2835       5667.00000     7.39432e-01     6.29875e-03 
   2836       5669.00000     7.39444e-01     6.31044e-03 
   2837       5671.00000     7.39392e-01     6.29422e-03 
   2838       5673.00000     7.39482e-01     6.28664e-03 
   2839       5675.00000     7.39384e-01     6.26383e-03 
   2840       5677.00000     7.39436e-01     6.24885e-03 
   2841       5679.00000     7.39462e-01     6.23746e-03 
   2842       5681.00000     7.39464e-01     6.21990e-03 
   2843       5683.00000     7.39400e-01     6.22343e-03 
   2844       5685.00000     7.39459e-01     6.23590e-03 
   2845       5687.00000     7.39412e-01     6.24294e-03 
   2846       5689.00000     7.39424e-01     6.24307e-03 
   2847       5691.00000     7.39371e-01     6.25986e-03 
   2848       5693.00000     7.39461e-01     6.25749e-03 
   2849       5695.00000     7.39511e-01     6.25355e-03 
   2850       5697.00000     7.39417e-01     6.26335e-03 
   2851       5699.00000     7.39456e-01     6.27674e-03 
   2852       5701.00000     7.39416e-01     6.28936e-03 
   2853       5703.00000     7.39470e-01     6.29750e-03 
   2854       5705.00000     7.39402e-01     6.25782e-03 
   2855       5707.00000     7.39452e-01     6.20410e-03 
   2856       5709.00000     7.39502e-01     6.22311e-03 
   2857       5711.00000     7.39453e-01     6.22886e-03 
   2858       5713.00000     7.39460e-01     6.21969e-03 
   2859       5715.00000     7.39455e-01     6.22694e-03 
   2860       5717.00000     7.39344e-01     6.23725e-03 
   2861       5719.00000     7.39393e-01     6.24180e-03 
   2862       5721.00000     7.39411e-01     6.27520e-03 
   2863       5723.00000     7.39458e-01     6.28448e-03 
   2864       5725.00000     7.39386e-01     6.28472e-03 
   2865       5727.00000     7.39388e-01     6.25167e-03 
   2866       5729.00000     7.39442e-01     6.25068e-03 
   2867       5731.00000     7.39441e-01     6.26723e-03 
   2868       5733.00000     7.39351e-01     6.27141e-03 
   2869       5735.00000     7.39470e-01     6.28416e-03 
   2870       5737.00000     7.39399e-01     6.29871e-03 
   2871       5739.00000     7.39387e-01     6.29644e-03 
   2872       5741.00000     7.39299e-01     6.28330e-03 
   2873       5743.00000     7.39391e-01     6.26724e-03 
   2874       5745.00000     7.39490e-01     6.28890e-03 
   2875       5747.00000     7.39363e-01     6.24066e-03 
   2876       5749.00000     7.39478e-01     6.22876e-03 
   2877       5751.00000     7.39437e-01     6.22507e-03 
   2878       5753.00000     7.39451e-01     6.23756e-03 
   2879       5755.00000     7.39403e-01     6.24349e-03 
   2880       5757.00000     7.39477e-01     6.20545e-03 
   2881       5759.00000     7.39493e-01     6.18195e-03 
   2882       5761.00000     7.39470e-01     6.20743e-03 
   2883       5763.00000     7.39464e-01     6.26444e-03 
   2884       5765.00000     7.39424e-01     6.26074e-03 
   2885       5767.00000     7.39366e-01     6.25190e-03 
   2886       5769.00000     7.39508e-01     6.18922e-03 
   2887       5771.00000     7.39449e-01     6.19626e-03 
   2888       5773.00000     7.39538e-01     6.20237e-03 
   2889       5775.00000     7.39388e-01     6.22368e-03 
   2890       5777.00000     7.39504e-01     6.22786e-03 
   2891       5779.00000     7.39439e-01     6.22814e-03 
   2892       5781.00000     7.39399e-01     6.22531e-03 
   2893       5783.00000     7.39455e-01     6.21511e-03 
   2894       5785.00000     7.39378e-01     6.22780e-03 
   2895       5787.00000     7.39455e-01     6.24047e-03 
   2896       5789.00000     7.39481e-01     6.20683e-03 
   2897       5791.00000     7.39402e-01     6.20237e-03 
   2898       5793.00000     7.39469e-01     6.18547e-03 
   2899       5795.00000     7.39499e-01     6.18220e-03 
   2900       5797.00000     7.39410e-01     6.18428e-03 
   2901       5799.00000     7.39364e-01     6.19140e-03 
   2902       5801.00000     7.39458e-01     6.19736e-03 
   2903       5803.00000     7.39392e-01     6.20547e-03 
   2904       5805.00000     7.39442e-01     6.16979e-03 
   2905       5807.00000     7.39440e-01     6.15296e-03 
   2906       5809.00000     7.39469e-01     6.16044e-03 
   2907       5811.00000     7.39358e-01     6.17235e-03 
   2908       5813.00000     7.39414e-01     6.16160e-03 
   2909       5815.00000     7.39491e-01     6.17289e-03 
   2910       5817.00000     7.39401e-01     6.17540e-03 
   2911       5819.00000     7.39474e-01     6.18317e-03 
   2912       5821.00000     7.39511e-01     6.17243e-03 
   2913       5823.00000     7.39452e-01     6.15154e-03 
   2914       5825.00000     7.39365e-01     6.14819e-03 
   2915       5827.00000     7.39417e-01     6.15474e-03 
   2916       5829.00000     7.39428e-01     6.12822e-03 
   2917       5831.00000     7.39389e-01     6.12343e-03 
   2918       5833.00000     7.39399e-01     6.14678e-03 
   2919       5835.00000     7.39444e-01     6.17201e-03 
   2920       5837.00000     7.39387e-01     6.18141e-03 
   2921       5839.00000     7.39519e-01     6.19129e-03 
   2922       5841.00000     7.39509e-01     6.20854e-03 
   2923       5843.00000     7.39376e-01     6.21077e-03 
   2924       5845.00000     7.39462e-01     6.23128e-03 
   2925       5847.00000     7.39432e-01     6.24014e-03 
   2926       5849.00000     7.39469e-01     6.24144e-03 
   2927       5851.00000     7.39391e-01     6.25277e-03 
   2928       5853.00000     7.39435e-01     6.22075e-03 
   2929       5855.00000     7.39381e-01     6.22497e-03 
   2930       5857.00000     7.39494e-01     6.19442e-03 
   2931       5859.00000     7.39423e-01     6.18855e-03 
   2932       5861.00000     7.39502e-01     6.18320e-03 
   2933       5863.00000     7.39515e-01     6.18188e-03 
   2934       5865.00000     7.39421e-01     6.19110e-03 
   2935       5867.00000     7.39392e-01     6.17180e-03 
   2936       5869.00000     7.39450e-01     6.16787e-03 
   2937       5871.00000     7.39320e-01     6.15820e-03 
   2938       5873.00000     7.39449e-01     6.16165e-03 
   2939       5875.00000     7.39414e-01     6.16821e-03 
   2940       5877.00000     7.39416e-01     6.17668e-03 
   2941       5879.00000     7.39352e-01     6.19407e-03 
   2942       5881.00000     7.39377e-01     6.19448e-03 
   2943       5883.00000     7.39475e-01     6.20318e-03 
   2944       5885.00000     7.39436e-01     6.21064e-03 
   2945       5887.00000     7.39434e-01     6.19177e-03 
   2946       5889.00000     7.39453e-01     6.17525e-03 
   2947       5891.00000     7.39393e-01     6.19281e-03 
   2948       5893.00000     7.39346e-01     6.15778e-03 
   2949       5895.00000     7.39472e-01     6.16592e-03 
   2950       5897.00000     7.39454e-01     6.17771e-03 
   2951       5899.00000     7.39387e-01     6.18161e-03 
   2952       5901.00000     7.39423e-01     6.23022e-03 
   2953       5903.00000     7.39413e-01     6.20408e-03 
   2954       5905.00000     7.39410e-01     6.23620e-03 
   2955       5907.00000     7.39463e-01     6.24222e-03 
   2956       5909.00000     7.39373e-01     6.20728e-03 
   2957       5911.00000     7.39361e-01     6.18194e-03 
   2958       5913.00000     7.39453e-01     6.19192e-03 
   2959       5915.00000     7.39533e-01     6.18612e-03 
   2960       5917.00000     7.39411e-01     6.18871e-03 
   2961       5919.00000     7.39405e-01     6.20332e-03 
   2962       5921.00000     7.39543e-01     6.21987e-03 
   2963       5923.00000     7.39421e-01     6.28058e-03 
   2964       5925.00000     7.39407e-01     6.30996e-03 
   2965       5927.00000     7.39434e-01     6.30231e-03 
   2966       5929.00000     7.39465e-01     6.27756e-03 
   2967       5931.00000     7.39536e-01     6.26226e-03 
   2968       5933.00000     7.39429e-01     6.18938e-03 
   2969       5935.00000     7.39419e-01     6.15286e-03 
   2970       5937.00000     7.39390e-01     6.15876e-03 
   2971       5939.00000     7.39408e-01     6.16253e-03 
   2972       5941.00000     7.39418e-01     6.16257e-03 
   2973       5943.00000     7.39489e-01     6.17191e-03 
   2974       5945.00000     7.39484e-01     6.17589e-03 
   2975       5947.00000     7.39460e-01     6.18850e-03 
   2976       5949.00000     7.39375e-01     6.19211e-03 
   2977       5951.00000     7.39351e-01     6.20085e-03 
   2978       5953.00000     7.39500e-01     6.21424e-03 
   2979       5955.00000     7.39331e-01     6.22159e-03 
   2980       5957.00000     7.39456e-01     6.23096e-03 
   2981       5959.00000     7.39508e-01     6.18817e-03 
   2982       5961.00000     7.39431e-01     6.18766e-03 
   2983       5963.00000     7.39411e-01     6.15827e-03 
   2984       5965.00000     7.39404e-01     6.14509e-03 
   2985       5967.00000     7.39521e-01     6.15132e-03 
   2986       5969.00000     7.39510e-01     6.15494e-03 
   2987       5971.00000     7.39402e-01     6.16693e-03 
   2988       5973.00000     7.39406e-01     6.15676e-03 
   2989       5975.00000     7.39384e-01     6.19351e-03 
   2990       5977.00000     7.39410e-01     6.21255e-03 
   2991       5979.00000     7.39458e-01     6.20425e-03 
   2992       5981.00000     7.39358e-01     6.18382e-03 
   2993       5983.00000     7.39402e-01     6.17107e-03 
   2994       5985.00000     7.39399e-01     6.16825e-03 
   2995       5987.00000     7.39406e-01     6.18186e-03 
   2996       5989.00000     7.39397e-01     6.19129e-03 
   2997       5991.00000     7.39437e-01     6.19818e-03 
   2998       5993.00000     7.39480e-01     6.19694e-03 
   2999       5995.00000     7.39446e-01     6.15621e-03 
   3000       5997.00000     7.39484e-01     6.16516e-03 
   3001       5999.00000     7.39360e-01     6.14821e-03 
   3002       6001.00000     7.39518e-01     6.15414e-03 
   3003       6003.00000     7.39294e-01     6.15830e-03 
   3004       6005.00000     7.39421e-01     6.12895e-03 
   3005       6007.00000     7.39461e-01     6.13820e-03 
   3006       6009.00000     7.39415e-01     6.14150e-03 
   3007       6011.00000     7.39495e-01     6.15409e-03 
   3008       6013.00000     7.39408e-01     6.16917e-03 
   3009       6015.00000     7.39456e-01     6.16174e-03 
   3010       6017.00000     7.39405e-01     6.12000e-03 
   3011       6019.00000     7.39512e-01     6.12302e-03 
   3012       6021.00000     7.39471e-01     6.12644e-03 
   3013       6023.00000     7.39457e-01     6.14107e-03 
   3014       6025.00000     7.39450e-01     6.14036e-03 
   3015       6027.00000     7.39463e-01     6.14831e-03 
   3016       6029.00000     7.39442e-01     6.15883e-03 
   3017       6031.00000     7.39459e-01     6.16617e-03 
   3018       6033.00000     7.39468e-01     6.17386e-03 
   3019       6035.00000     7.39455e-01     6.18822e-03 
   3020       6037.00000     7.39452e-01     6.13721e-03 
   3021       6039.00000     7.39394e-01     6.09328e-03 
   3022       6041.00000     7.39404e-01     6.09240e-03 
   3023       6043.00000     7.39452e-01     6.10266e-03 
   3024       6045.00000     7.39439e-01     6.11965e-03 
   3025       6047.00000     7.39429e-01     6.13817e-03 
   3026       6049.00000     7.39374e-01     6.14660e-03 
   3027       6051.00000     7.39479e-01     6.13948e-03 
   3028       6053.00000     7.39348e-01     6.12250e-03 
   3029       6055.00000     7.39397e-01     6.12211e-03 
   3030       6057.00000     7.39477e-01     6.10932e-03 
   3031       6059.00000     7.39395e-01     6.09449e-03 
   3032       6061.00000     7.39499e-01     6.10165e-03 
   3033       6063.00000     7.39395e-01     6.10888e-03 
   3034       6065.00000     7.39459e-01     6.10801e-03 
   3035       6067.00000     7.39416e-01     6.11347e-03 
   3036       6069.00000     7.39458e-01     6.13099e-03 
   3037       6071.00000     7.39473e-01     6.14259e-03 
   3038       6073.00000     7.39395e-01     6.14017e-03 
   3039       6075.00000     7.39394e-01     6.15213e-03 
   3040       6077.00000     7.39377e-01     6.11305e-03 
   3041       6079.00000     7.39406e-01     6.08495e-03 
   3042       6081.00000     7.39471e-01     6.08625e-03 
   3043       6083.00000     7.39392e-01     6.09166e-03 
   3044       6085.00000     7.39461e-01     6.09287e-03 
   3045       6087.00000     7.39432e-01     6.09662e-03 
   3046       6089.00000     7.39382e-01     6.08949e-03 
   3047       6091.00000     7.39427e-01     5.97777e-03 
   3048       6093.00000     7.39378e-01     5.99089e-03 
   3049       6095.00000     7.39449e-01     6.00503e-03 
   3050       6097.00000     7.39437e-01     6.01603e-03 
   3051       6099.00000     7.39435e-01     6.02490e-03 
   3052       6101.00000     7.39324e-01     6.04280e-03 
   3053       6103.00000     7.39388e-01     6.06110e-03 
   3054       6105.00000     7.39371e-01     6.07309e-03 
   3055       6107.00000     7.39413e-01     6.08062e-03 
   3056       6109.00000     7.39469e-01     6.08403e-03 
   3057       6111.00000     7.39393e-01     6.03403e-03 
   3058       6113.00000     7.39424e-01     6.04352e-03 
   3059       6115.00000     7.39401e-01     6.05223e-03 
   3060       6117.00000     7.39379e-01     6.05911e-03 
   3061       6119.00000     7.39425e-01     6.05665e-03 
   3062       6121.00000     7.39493e-01     6.04162e-03 
   3063       6123.00000     7.39374e-01     6.05011e-03 
   3064       6125.00000     7.39514e-01     6.05427e-03 
   3065       6127.00000     7.39397e-01     6.05511e-03 
   3066       6129.00000     7.39399e-01     6.05611e-03 
   3067       6131.00000     7.39411e-01     6.04238e-03 
   3068       6133.00000     7.39427e-01     6.03253e-03 
   3069       6135.00000     7.39383e-01     6.02754e-03 
   3070       6137.00000     7.39403e-01     6.01533e-03 
   3071       6139.00000     7.39425e-01     6.01256e-03 
   3072       6141.00000     7.39459e-01     6.02708e-03 
   3073       6143.00000     7.39322e-01     6.04313e-03 
   3074       6145.00000     7.39491e-01     6.03982e-03 
   3075       6147.00000     7.39378e-01     6.04868e-03 
   3076       6149.00000     7.39391e-01     6.05801e-03 
   3077       6151.00000     7.39461e-01     6.06264e-03 
   3078       6153.00000     7.39324e-01     6.06864e-03 
   3079       6155.00000     7.39420e-01     6.04495e-03 
   3080       6157.00000     7.39357e-01     6.05077e-03 
   3081       6159.00000     7.39325e-01     6.04447e-03 
   3082       6161.00000     7.39418e-01     6.05371e-03 
   3083       6163.00000     7.39456e-01     6.03548e-03 
   3084       6165.00000     7.39486e-01     6.01154e-03 
   3085       6167.00000     7.39417e-01     6.01924e-03 
   3086       6169.00000     7.39344e-01     6.02506e-03 
   3087       6171.00000     7.39368e-01     6.01799e-03 
   3088       6173.00000     7.39451e-01     6.02080e-03 
   3089       6175.00000     7.39439e-01     6.02857e-03 
   3090       6177.00000     7.39419e-01     6.03053e-03 
   3091       6179.00000     7.39446e-01     6.04004e-03 
   3092       6181.00000     7.39500e-01     6.00444e-03 
   3093       6183.00000     7.39450e-01     5.99374e-03 
   3094       6185.00000     7.39378e-01     5.99449e-03 
   3095       6187.00000     7.39398e-01     6.01206e-03 
   3096       6189.00000     7.39494e-01     6.01852e-03 
   3097       6191.00000     7.39374e-01     6.02908e-03 
