File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
3031        393.8      -0.104      7.133e-06
3032        394.0      -0.091      6.219e-06
3033        394.1      -0.078      6.929e-06
3034        394.2      -0.065      7.620e-06
3035        394.4      -0.052      7.317e-06
3036        394.5      -0.039      7.787e-06
3037        394.6      -0.026      8.288e-06
3038        394.7      -0.013      9.453e-06
3039        394.9       0.001      8.918e-06
3040        395.0       0.014      9.865e-06
3041        395.1       0.027      1.175e-05
3042        395.3       0.040      1.280e-05
3043        395.4       0.053      1.366e-05
3044        395.5       0.066      1.453e-05
3045        395.7       0.079      1.677e-05
3046        395.8       0.092      1.797e-05
3047        395.9       0.105      2.034e-05
3048        396.0       0.118      2.236e-05
3049        396.2       0.131      2.401e-05
3050        396.3       0.144      2.622e-05
3051        396.4       0.157      2.853e-05
3052        396.6       0.170      3.322e-05
3053        396.7       0.183      3.777e-05
3054        396.8       0.196      4.435e-05
3055        397.0       0.209      5.165e-05
3056        397.1       0.222      6.097e-05
3057        397.2       0.235      7.215e-05
3058        397.3       0.248      8.512e-05
3059        397.5       0.261      1.028e-04
3060        397.6       0.274      1.223e-04
3061        397.7       0.287      1.434e-04
3062        397.9       0.300      1.695e-04
3063        398.0       0.313      1.965e-04
3064        398.1       0.326      2.268e-04
3065        398.3       0.339      2.608e-04
3066        398.4       0.352      2.965e-04
3067        398.5       0.365      3.347e-04
3068        398.6       0.378      3.766e-04
3069        398.8       0.391      4.217e-04
3070        398.9       0.404      4.702e-04
3071        399.0       0.417      5.222e-04
3072        399.2       0.430      5.789e-04
3073        399.3       0.443      6.394e-04
3074        399.4       0.456      7.040e-04
3075        399.6       0.469      7.732e-04
3076        399.7       0.482      8.455e-04
3077        399.8       0.495      9.227e-04
3078        399.9       0.508      1.004e-03
3079        400.1       0.521      1.086e-03
3080        400.2       0.534      1.177e-03
3081        400.3       0.547      1.269e-03
3082        400.5       0.560      1.360e-03
3083        400.6       0.573      1.457e-03
3084        400.7       0.586      1.557e-03
3085        400.9       0.599      1.655e-03
3086        401.0       0.612      1.753e-03
3087        401.1       0.625      1.854e-03
3088        401.2       0.638      1.958e-03
3089        401.4       0.651      2.060e-03
3090        401.5       0.664      2.158e-03
3091        401.6       0.677      2.257e-03
3092        401.8       0.690      2.349e-03
3093        401.9       0.703      2.441e-03
3094        402.0       0.716      2.537e-03
3095        402.2       0.729      2.629e-03
3096        402.3       0.742      2.720e-03
3097        402.4       0.755      2.804e-03
3098        402.5       0.768      2.889e-03
3099        402.7       0.781      2.978e-03
3100        402.8       0.794      3.054e-03
3101        402.9       0.807      3.141e-03
3102        403.1       0.820      3.210e-03
3103        403.2       0.833      3.292e-03
3104        403.3       0.846      3.373e-03
3105        403.5       0.859      3.437e-03
3106        403.6       0.872      3.511e-03
3107        403.7       0.885      3.579e-03
3108        403.8       0.896      3.623e-03
3109        404.0       0.890      3.358e-03
3110        404.1       0.877      3.074e-03
3111        404.2       0.864      2.829e-03
3112        404.4       0.851      2.615e-03
3113        404.5       0.838      2.427e-03
3114        404.6       0.825      2.244e-03
3115        404.8       0.812      2.086e-03
3116        404.9       0.799      1.935e-03
3117        405.0       0.786      1.800e-03
3118        405.1       0.773      1.668e-03
3119        405.3       0.760      1.546e-03
3120        405.4       0.747      1.437e-03
3121        405.5       0.733      1.330e-03
3122        405.7       0.721      1.233e-03
3123        405.8       0.708      1.143e-03
3124        405.9       0.694      1.059e-03
3125        406.1       0.682      9.750e-04
3126        406.2       0.669      8.986e-04
3127        406.3       0.655      8.327e-04
3128        406.4       0.643      7.682e-04
3129        406.6       0.630      7.073e-04
3130        406.7       0.616      6.535e-04
3131        406.8       0.603      6.018e-04
3132        407.0       0.591      5.523e-04
3133        407.1       0.577      5.104e-04
3134        407.2       0.564      4.691e-04
3135        407.4       0.552      4.329e-04
3136        407.5       0.538      3.958e-04
3137        407.6       0.525      3.673e-04
3138        407.7       0.513      3.365e-04
3139        407.9       0.499      3.087e-04
3140        408.0       0.486      2.812e-04
3141        408.1       0.474      2.559e-04
3142        408.3       0.460      2.378e-04
3143        408.4       0.447      2.159e-04
3144        408.5       0.435      1.968e-04
3145        408.7       0.421      1.803e-04
3146        408.8       0.408      1.639e-04
3147        408.9       0.395      1.469e-04
3148        409.0       0.382      1.325e-04
3149        409.2       0.369      1.186e-04
3150        409.3       0.356      1.055e-04
3151        409.4       0.343      9.343e-05
3152        409.6       0.330      8.175e-05
3153        409.7       0.317      7.070e-05
3154        409.8       0.304      6.127e-05
3155        410.0       0.291      5.227e-05
3156        410.1       0.278      4.438e-05
3157        410.2       0.265      3.616e-05
3158        410.3       0.252      2.943e-05
3159        410.5       0.239      2.363e-05
3160        410.6       0.226      1.953e-05
3161        410.7       0.213      1.612e-05
3162        410.9       0.200      1.337e-05
3163        411.0       0.187      1.052e-05
3164        411.1       0.174      9.391e-06
3165        411.3       0.161      8.210e-06
3166        411.4       0.148      7.536e-06
3167        411.5       0.135      6.475e-06
3168        411.6       0.122      4.833e-06
3169        411.8       0.109      4.819e-06
3170        411.9       0.096      4.620e-06
3171        412.0       0.083      4.049e-06
3172        412.2       0.070      3.227e-06
3173        412.3       0.057      2.768e-06
3174        412.4       0.044      2.636e-06
3175        412.6       0.031      2.484e-06
3176        412.7       0.018      1.835e-06
3177        412.8       0.005      1.956e-06
3178        412.9      -0.008      2.053e-06
3179        413.1      -0.021      1.622e-06
3180        413.2      -0.034      6.354e-07
3181        413.3      -0.047      5.832e-07
3182        413.5      -0.060      4.804e-07
3183        413.6      -0.073      8.788e-07
3184        413.7      -0.086      9.963e-07
3185        413.9      -0.099      9.704e-07
3186        414.0      -0.112      1.968e-06
3187        414.1      -0.125      2.159e-06
3188        414.2      -0.138      2.034e-06
3189        414.4      -0.151      2.344e-06
3190        414.5      -0.164      1.932e-06
3191        414.6      -0.177      2.241e-06
3192        414.8      -0.190      2.673e-06
3193        414.9      -0.203      1.951e-06
3194        415.0      -0.216      1.256e-06
3195        415.2      -0.229      1.915e-06
3196        415.3      -0.242      1.754e-06
3197        415.4      -0.255      1.304e-06
3198        415.5      -0.268      1.388e-06
3199        415.7      -0.281      2.344e-06
3200        415.8      -0.294      1.785e-06
3201        415.9      -0.307      1.268e-06
3202        416.1      -0.320      1.078e-06
3203        416.2      -0.333      1.693e-06
3204        416.3      -0.346      1.432e-06
3205        416.5      -0.359      7.753e-07
3206        416.6      -0.372      6.035e-07
3207        416.7      -0.385      4.691e-07
3208        416.8      -0.396      7.203e-07
3209        417.0      -0.390      1.418e-06
3210        417.1      -0.377      1.448e-06
3211        417.2      -0.364      2.465e-06
3212        417.4      -0.351      2.980e-06
3213        417.5      -0.338      3.167e-06
3214        417.6      -0.325      2.914e-06
3215        417.8      -0.312      4.000e-06
3216        417.9      -0.299      3.967e-06
3217        418.0      -0.286      4.157e-06
3218        418.1      -0.273      4.123e-06
3219        418.3      -0.260      4.126e-06
3220        418.4      -0.247      4.499e-06
3221        418.5      -0.234      4.778e-06
3222        418.7      -0.221      4.938e-06
3223        418.8      -0.208      5.155e-06
3224        418.9      -0.195      5.284e-06
3225        419.1      -0.182      5.768e-06
3226        419.2      -0.169      6.150e-06
3227        419.3      -0.156      5.829e-06
3228        419.4      -0.143      6.379e-06
3229        419.6      -0.130      6.776e-06
3230        419.7      -0.117      6.026e-06
3231        419.8      -0.104      7.204e-06
3232        420.0      -0.091      6.751e-06
3233        420.1      -0.078      6.778e-06
3234        420.2      -0.065      7.578e-06
3235        420.4      -0.052      7.136e-06
3236        420.5      -0.039      7.803e-06
3237        420.6      -0.026      8.703e-06
3238        420.7      -0.013      1.003e-05
3239        420.9       0.001      8.497e-06
3240        421.0       0.014      9.656e-06
3241        421.1       0.027      1.177e-05
3242        421.3       0.040      1.216e-05
3243        421.4       0.053      1.405e-05
3244        421.5       0.066      1.553e-05
3245        421.7       0.079      1.625e-05
3246        421.8       0.092      1.798e-05
3247        421.9       0.105      2.027e-05
3248        422.0       0.118      2.216e-05
3249        422.2       0.131      2.415e-05
3250        422.3       0.144      2.566e-05
3251        422.4       0.157      2.890e-05
3252        422.6       0.170      3.262e-05
3253        422.7       0.183      3.753e-05
3254        422.8       0.196      4.299e-05
3255        423.0       0.209      5.010e-05
3256        423.1       0.222      5.896e-05
3257        423.2       0.235      7.100e-05
3258        423.3       0.248      8.349e-05
3259        423.5       0.261      1.001e-04
3260        423.6       0.274      1.193e-04
3261        423.7       0.287      1.411e-04
3262        423.9       0.300      1.664e-04
3263        424.0       0.313      1.935e-04
3264        424.1       0.326      2.217e-04
3265        424.3       0.339      2.543e-04
3266        424.4       0.352      2.887e-04
3267        424.5       0.365      3.263e-04
3268        424.6       0.378      3.697e-04
3269        424.8       0.391      4.136e-04
3270        424.9       0.404      4.592e-04
3271        425.0       0.417      5.081e-04
3272        425.2       0.430      5.598e-04
3273        425.3       0.443      6.238e-04
3274        425.4       0.456      6.837e-04
3275        425.6       0.469      7.468e-04
3276        425.7       0.482      8.190e-04
3277        425.8       0.495      8.932e-04
3278        425.9       0.508      9.715e-04
3279        426.1       0.521      1.053e-03
3280        426.2       0.534      1.134e-03
3281        426.3       0.547      1.220e-03
3282        426.5       0.560      1.316e-03
3283        426.6       0.573      1.411e-03
3284        426.7       0.586      1.505e-03
3285        426.9       0.599      1.605e-03
3286        427.0       0.612      1.702e-03
3287        427.1       0.625      1.797e-03
3288        427.2       0.638      1.894e-03
3289        427.4       0.651      1.992e-03
3290        427.5       0.664      2.086e-03
3291        427.6       0.677      2.189e-03
3292        427.8       0.690      2.284e-03
3293        427.9       0.703      2.378e-03
3294        428.0       0.716      2.465e-03
3295        428.2       0.729      2.548e-03
3296        428.3       0.742      2.637e-03
3297        428.4       0.755      2.724e-03
3298        428.5       0.768      2.807e-03
3299        428.7       0.781      2.895e-03
3300        428.8       0.794      2.973e-03
3301        428.9       0.807      3.051e-03
3302        429.1       0.820      3.120e-03
3303        429.2       0.833      3.190e-03
3304        429.3       0.846      3.260e-03
3305        429.5       0.859      3.335e-03
3306        429.6       0.872      3.414e-03
3307        429.7       0.885      3.474e-03
3308        429.8       0.896      3.517e-03
3309        430.0       0.890      3.261e-03
3310        430.1       0.877      2.976e-03
3311        430.2       0.864      2.738e-03
3312        430.4       0.851      2.529e-03
3313        430.5       0.838      2.340e-03
3314        430.6       0.825      2.175e-03
3315        430.8       0.812      2.019e-03
3316        430.9       0.799      1.875e-03
3317        431.0       0.786      1.746e-03
3318        431.1       0.773      1.617e-03
3319        431.3       0.760      1.501e-03
3320        431.4       0.747      1.394e-03
3321        431.5       0.734      1.293e-03
3322        431.7       0.720      1.198e-03
3323        431.8       0.708      1.112e-03
3324        431.9       0.695      1.025e-03
3325        432.1       0.682      9.482e-04
3326        432.2       0.669      8.758e-04
3327        432.3       0.656      8.119e-04
3328        432.4       0.642      7.444e-04
3329        432.6       0.630      6.897e-04
3330        432.7       0.617      6.380e-04
3331        432.8       0.603      5.861e-04
3332        433.0       0.590      5.381e-04
3333        433.1       0.578      4.965e-04
3334        433.2       0.564      4.579e-04
3335        433.4       0.551      4.186e-04
3336        433.5       0.539      3.880e-04
3337        433.6       0.525      3.561e-04
3338        433.7       0.512      3.258e-04
3339        433.9       0.500      2.992e-04
3340        434.0       0.486      2.775e-04
3341        434.1       0.473      2.537e-04
3342        434.3       0.460      2.317e-04
3343        434.4       0.447      2.112e-04
3344        434.5       0.434      1.934e-04
3345        434.7       0.421      1.762e-04
3346        434.8       0.408      1.589e-04
3347        434.9       0.395      1.443e-04
3348        435.0       0.382      1.289e-04
3349        435.2       0.369      1.155e-04
3350        435.3       0.356      1.059e-04
3351        435.4       0.343      9.461e-05
3352        435.6       0.330      8.219e-05
3353        435.7       0.317      7.103e-05
3354        435.8       0.304      6.142e-05
3355        436.0       0.291      5.205e-05
3356        436.1       0.278      4.367e-05
3357        436.2       0.265      3.566e-05
3358        436.3       0.252      2.970e-05
3359        436.5       0.239      2.411e-05
3360        436.6       0.226      2.028e-05
3361        436.7       0.213      1.688e-05
3362        436.9       0.200      1.304e-05
3363        437.0       0.187      1.182e-05
3364        437.1       0.174      1.002e-05
3365        437.3       0.161      8.313e-06
3366        437.4       0.148      8.225e-06
3367        437.5       0.135      6.403e-06
3368        437.6       0.122      6.148e-06
3369        437.8       0.109      5.554e-06
3370        437.9       0.096      4.952e-06
3371        438.0       0.083      4.681e-06
3372        438.2       0.070      3.953e-06
3373        438.3       0.057      3.284e-06
3374        438.4       0.044      2.756e-06
3375        438.6       0.031      2.626e-06
3376        438.7       0.018      2.071e-06
3377        438.8       0.005      1.679e-06
3378        438.9      -0.008      1.410e-06
3379        439.1      -0.021      1.863e-06
3380        439.2      -0.034      1.778e-06
3381        439.3      -0.047      1.615e-06
3382        439.5      -0.060      5.305e-07
3383        439.6      -0.073      1.790e-06
3384        439.7      -0.086      1.724e-06
3385        439.9      -0.099      1.480e-06
3386        440.0      -0.112      9.726e-07
3387        440.1      -0.125      1.340e-06
3388        440.2      -0.138      1.597e-06
3389        440.4      -0.151      2.114e-06
3390        440.5      -0.164      1.743e-06
3391        440.6      -0.177      1.796e-06
3392        440.8      -0.190      1.593e-06
3393        440.9      -0.203      2.799e-06
3394        441.0      -0.216      1.797e-06
3395        441.2      -0.229      1.662e-06
3396        441.3      -0.242      1.716e-06
3397        441.4      -0.255      1.854e-06
3398        441.5      -0.268      1.829e-06
3399        441.7      -0.281      1.328e-06
3400        441.8      -0.294      1.900e-06
3401        441.9      -0.307      1.769e-06
3402        442.1      -0.320      2.115e-06
3403        442.2      -0.333      1.645e-06
3404        442.3      -0.346      1.138e-06
3405        442.5      -0.359      3.987e-07
3406        442.6      -0.372      1.262e-06
3407        442.7      -0.385      1.005e-06
3408        442.8      -0.396      9.040e-07
3409        443.0      -0.390      1.677e-06
3410        443.1      -0.377      1.640e-06
3411        443.2      -0.364      2.005e-06
3412        443.4      -0.351      2.840e-06
3413        443.5      -0.338      3.688e-06
3414        443.6      -0.325      2.949e-06
3415        443.8      -0.312      3.115e-06
3416        443.9      -0.299      3.472e-06
3417        444.0      -0.286      4.103e-06
3418        444.1      -0.273      4.445e-06
3419        444.3      -0.260      3.947e-06
3420        444.4      -0.247      5.257e-06
3421        444.5      -0.234      4.553e-06
3422        444.7      -0.221      5.126e-06
3423        444.8      -0.208      4.170e-06
3424        444.9      -0.195      5.129e-06
3425        445.1      -0.182      4.790e-06
3426        445.2      -0.169      5.848e-06
3427        445.3      -0.156      5.661e-06
3428        445.4      -0.143      6.445e-06
3429        445.6      -0.130      5.934e-06
3430        445.7      -0.117      6.611e-06
3431        445.8      -0.104      6.482e-06
3432        446.0      -0.091      6.757e-06
3433        446.1      -0.078      7.007e-06
3434        446.2      -0.065      6.436e-06
3435        446.4      -0.052      7.728e-06
3436        446.5      -0.039      8.533e-06
3437        446.6      -0.026      8.848e-06
3438        446.7      -0.013      9.256e-06
3439        446.9       0.001      9.965e-06
3440        447.0       0.014      9.878e-06
3441        447.1       0.027      1.103e-05
3442        447.3       0.040      1.261e-05
3443        447.4       0.053      1.339e-05
3444        447.5       0.066      1.497e-05
3445        447.7       0.079      1.643e-05
3446        447.8       0.092      1.814e-05
3447        447.9       0.105      1.945e-05
3448        448.0       0.118      2.130e-05
3449        448.2       0.131      2.383e-05
3450        448.3       0.144      2.550e-05
3451        448.4       0.157      2.819e-05
3452        448.6       0.170      3.066e-05
3453        448.7       0.183      3.598e-05
3454        448.8       0.196      4.107e-05
3455        449.0       0.209      4.873e-05
3456        449.1       0.222      5.757e-05
3457        449.2       0.235      6.868e-05
3458        449.3       0.248      8.181e-05
3459        449.5       0.261      9.778e-05
3460        449.6       0.274      1.168e-04
3461        449.7       0.287      1.379e-04
3462        449.9       0.300      1.620e-04
3463        450.0       0.313      1.886e-04
3464        450.1       0.326      2.174e-04
3465        450.3       0.339      2.482e-04
3466        450.4       0.352      2.818e-04
3467        450.5       0.365      3.178e-04
3468        450.6       0.378      3.586e-04
3469        450.8       0.391      3.993e-04
3470        450.9       0.404      4.441e-04
3471        451.0       0.417      4.957e-04
3472        451.2       0.430      5.480e-04
3473        451.3       0.443      6.018e-04
3474        451.4       0.456      6.597e-04
3475        451.6       0.469      7.233e-04
3476        451.7       0.482      7.905e-04
3477        451.8       0.495      8.649e-04
3478        451.9       0.508      9.396e-04
3479        452.1       0.521      1.015e-03
3480        452.2       0.534      1.100e-03
3481        452.3       0.547      1.188e-03
3482        452.5       0.560      1.276e-03
3483        452.6       0.573      1.364e-03
3484        452.7       0.586      1.452e-03
3485        452.9       0.599      1.546e-03
3486        453.0       0.612      1.646e-03
3487        453.1       0.625      1.737e-03
3488        453.2       0.638      1.834e-03
3489        453.4       0.651      1.926e-03
3490        453.5       0.664      2.029e-03
3491        453.6       0.677      2.117e-03
3492        453.8       0.690      2.209e-03
3493        453.9       0.703      2.299e-03
3494        454.0       0.716      2.387e-03
3495        454.2       0.729      2.479e-03
3496        454.3       0.742      2.558e-03
3497        454.4       0.755      2.645e-03
3498        454.5       0.768      2.728e-03
3499        454.7       0.781      2.807e-03
3500        454.8       0.794      2.880e-03
3501        454.9       0.807      2.956e-03
3502        455.1       0.820      3.033e-03
3503        455.2       0.833      3.103e-03
3504        455.3       0.846      3.175e-03
3505        455.5       0.859      3.236e-03
3506        455.6       0.872      3.304e-03
3507        455.7       0.885      3.365e-03
3508        455.8       0.896      3.412e-03
3509        456.0       0.890      3.157e-03
3510        456.1       0.877      2.883e-03
3511        456.2       0.864      2.648e-03
3512        456.4       0.851      2.457e-03
3513        456.5       0.838      2.279e-03
3514        456.6       0.825      2.114e-03
3515        456.8       0.812      1.959e-03
3516        456.9       0.799      1.820e-03
3517        457.0       0.786      1.691e-03
3518        457.1       0.773      1.570e-03
3519        457.3       0.760      1.463e-03
3520        457.4       0.747      1.351e-03
3521        457.5       0.734      1.252e-03
3522        457.7       0.721      1.164e-03
3523        457.8       0.707      1.078e-03
3524        457.9       0.695      9.929e-04
3525        458.1       0.682      9.201e-04
3526        458.2       0.668      8.523e-04
3527        458.3       0.656      7.897e-04
3528        458.4       0.643      7.268e-04
3529        458.6       0.629      6.711e-04
3530        458.7       0.617      6.230e-04
3531        458.8       0.604      5.729e-04
3532        459.0       0.590      5.274e-04
3533        459.1       0.577      4.855e-04
3534        459.2       0.565      4.491e-04
3535        459.4       0.551      4.149e-04
3536        459.5       0.538      3.799e-04
3537        459.6       0.526      3.460e-04
3538        459.7       0.512      3.183e-04
3539        459.9       0.499      2.912e-04
3540        460.0       0.487      2.661e-04
3541        460.1       0.473      2.435e-04
3542        460.3       0.460      2.282e-04
3543        460.4       0.447      2.099e-04
3544        460.5       0.434      1.900e-04
3545        460.7       0.421      1.728e-04
3546        460.8       0.408      1.569e-04
3547        460.9       0.395      1.411e-04
3548        461.0       0.382      1.265e-04
3549        461.2       0.369      1.128e-04
3550        461.3       0.356      1.016e-04
3551        461.4       0.343      9.038e-05
3552        461.6       0.330      7.897e-05
3553        461.7       0.317      6.811e-05
3554        461.8       0.304      5.822e-05
3555        462.0       0.291      4.945e-05
3556        462.1       0.278      4.287e-05
3557        462.2       0.265      3.604e-05
3558        462.3       0.252      2.922e-05
3559        462.5       0.239      2.370e-05
3560        462.6       0.226      1.940e-05
3561        462.7       0.213      1.612e-05
3562        462.9       0.200      1.366e-05
3563        463.0       0.187      1.146e-05
3564        463.1       0.174      9.953e-06
3565        463.3       0.161      8.901e-06
3566        463.4       0.148      7.324e-06
3567        463.5       0.135      6.283e-06
3568        463.6       0.122      5.586e-06
3569        463.8       0.109      5.828e-06
3570        463.9       0.096      4.234e-06
3571        464.0       0.083      4.341e-06
3572        464.2       0.070      4.018e-06
3573        464.3       0.057      3.672e-06
3574        464.4       0.044      3.687e-06
3575        464.6       0.031      2.604e-06
3576        464.7       0.018      2.314e-06
3577        464.8       0.005      2.651e-06
3578        464.9      -0.008      2.196e-06
3579        465.1      -0.021      1.281e-06
3580        465.2      -0.034      1.237e-06
3581        465.3      -0.047      7.601e-07
3582        465.5      -0.060      7.307e-07
3583        465.6      -0.073      1.371e-06
3584        465.7      -0.086      1.662e-06
3585        465.9      -0.099      2.016e-06
3586        466.0      -0.112      1.311e-06
3587        466.1      -0.125      1.419e-06
3588        466.2      -0.138      1.903e-06
3589        466.4      -0.151      1.663e-06
3590        466.5      -0.164      2.116e-06
3591        466.6      -0.177      1.283e-06
3592        466.8      -0.190      1.950e-06
3593        466.9      -0.203      2.569e-06
3594        467.0      -0.216      2.804e-06
3595        467.2      -0.229      1.941e-06
3596        467.3      -0.242      1.967e-06
3597        467.4      -0.255      2.115e-06
3598        467.5      -0.268      2.165e-06
3599        467.7      -0.281      2.900e-06
3600        467.8      -0.294      1.015e-06
3601        467.9      -0.307      1.344e-06
3602        468.1      -0.320      9.034e-07
3603        468.2      -0.333      9.906e-07
3604        468.3      -0.346      1.769e-06
3605        468.5      -0.359      1.284e-06
3606        468.6      -0.372      1.326e-06
3607        468.7      -0.385      1.671e-06
3608        468.8      -0.396      1.468e-06
3609        469.0      -0.390      2.059e-06
3610        469.1      -0.377      2.530e-06
3611        469.2      -0.364      2.559e-06
3612        469.4      -0.351      3.007e-06
3613        469.5      -0.338      2.956e-06
3614        469.6      -0.325      3.808e-06
3615        469.8      -0.312      3.183e-06
3616        469.9      -0.299      4.054e-06
3617        470.0      -0.286      4.431e-06
3618        470.1      -0.273      4.728e-06
3619        470.3      -0.260      5.034e-06
3620        470.4      -0.247      4.643e-06
3621        470.5      -0.234      5.170e-06
3622        470.7      -0.221      4.740e-06
3623        470.8      -0.208      5.564e-06
3624        470.9      -0.195      5.204e-06
3625        471.1      -0.182      5.785e-06
3626        471.2      -0.169      5.045e-06
3627        471.3      -0.156      6.309e-06
3628        471.4      -0.143      5.507e-06
3629        471.6      -0.130      5.891e-06
3630        471.7      -0.117      5.954e-06
3631        471.8      -0.104      6.011e-06
3632        472.0      -0.091      6.828e-06
3633        472.1      -0.078      7.017e-06
3634        472.2      -0.065      7.166e-06
3635        472.4      -0.052      8.104e-06
3636        472.5      -0.039      8.460e-06
3637        472.6      -0.026      8.301e-06
3638        472.7      -0.013      9.302e-06
3639        472.9       0.001      9.321e-06
3640        473.0       0.014      9.358e-06
3641        473.1       0.027      1.134e-05
3642        473.3       0.040      1.212e-05
3643        473.4       0.053      1.318e-05
3644        473.5       0.066      1.446e-05
3645        473.7       0.079      1.584e-05
3646        473.8       0.092      1.690e-05
3647        473.9       0.105      1.833e-05
3648        474.0       0.118      2.066e-05
3649        474.2       0.131      2.126e-05
3650        474.3       0.144      2.401e-05
3651        474.4       0.157      2.693e-05
3652        474.6       0.170      3.088e-05
3653        474.7       0.183      3.458e-05
3654        474.8       0.196      3.978e-05
3655        475.0       0.209      4.761e-05
3656        475.1       0.222      5.634e-05
3657        475.2       0.235      6.684e-05
3658        475.3       0.248      8.032e-05
3659        475.5       0.261      9.564e-05
3660        475.6       0.274      1.146e-04
3661        475.7       0.287      1.357e-04
3662        475.9       0.300      1.595e-04
3663        476.0       0.313      1.852e-04
3664        476.1       0.326      2.121e-04
3665        476.3       0.339      2.443e-04
3666        476.4       0.352      2.771e-04
3667        476.5       0.365      3.120e-04
3668        476.6       0.378      3.495e-04
3669        476.8       0.391      3.892e-04
3670        476.9       0.404      4.336e-04
3671        477.0       0.417      4.820e-04
3672        477.2       0.430      5.312e-04
3673        477.3       0.443      5.849e-04
3674        477.4       0.456      6.428e-04
3675        477.6       0.469      7.016e-04
3676        477.7       0.482      7.741e-04
3677        477.8       0.495      8.485e-04
3678        477.9       0.508      9.207e-04
3679        478.1       0.521      9.914e-04
3680        478.2       0.534      1.070e-03
3681        478.3       0.547      1.152e-03
3682        478.5       0.560      1.234e-03
3683        478.6       0.573      1.320e-03
3684        478.7       0.586      1.409e-03
3685        478.9       0.599      1.509e-03
3686        479.0       0.612      1.599e-03
3687        479.1       0.625      1.689e-03
3688        479.2       0.638      1.779e-03
3689        479.4       0.651      1.870e-03
3690        479.5       0.664      1.964e-03
3691        479.6       0.677      2.055e-03
3692        479.8       0.690      2.138e-03
3693        479.9       0.703      2.232e-03
3694        480.0       0.716      2.324e-03
3695        480.2       0.729      2.407e-03
3696        480.3       0.742      2.491e-03
3697        480.4       0.755      2.568e-03
3698        480.5       0.768      2.641e-03
3699        480.7       0.781      2.719e-03
3700        480.8       0.794      2.802e-03
3701        480.9       0.807      2.873e-03
3702        481.1       0.820      2.945e-03
3703        481.2       0.833      3.023e-03
3704        481.3       0.846      3.096e-03
3705        481.5       0.859      3.154e-03
3706        481.6       0.872      3.214e-03
3707        481.7       0.885      3.272e-03
3708        481.8       0.896      3.316e-03
3709        482.0       0.890      3.067e-03
3710        482.1       0.877      2.799e-03
3711        482.2       0.864      2.584e-03
3712        482.4       0.851      2.384e-03
3713        482.5       0.838      2.206e-03
3714        482.6       0.825      2.048e-03
3715        482.8       0.812      1.904e-03
3716        482.9       0.799      1.771e-03
3717        483.0       0.786      1.639e-03
3718        483.1       0.773      1.522e-03
3719        483.3       0.760      1.413e-03
3720        483.4       0.747      1.309e-03
3721        483.5       0.734      1.216e-03
3722        483.7       0.721      1.133e-03
3723        483.8       0.708      1.051e-03
3724        483.9       0.694      9.722e-04
3725        484.1       0.682      9.007e-04
3726        484.2       0.669      8.329e-04
3727        484.3       0.655      7.653e-04
3728        484.4       0.643      7.040e-04
3729        484.6       0.630      6.524e-04
3730        484.7       0.616      6.019e-04
3731        484.8       0.603      5.611e-04
3732        485.0       0.591      5.197e-04
3733        485.1       0.577      4.786e-04
3734        485.2       0.565      4.391e-04
3735        485.4       0.552      4.028e-04
3736        485.5       0.538      3.702e-04
3737        485.6       0.525      3.410e-04
3738        485.7       0.513      3.191e-04
3739        485.9       0.499      2.932e-04
3740        486.0       0.486      2.673e-04
3741        486.1       0.474      2.439e-04
3742        486.3       0.460      2.241e-04
3743        486.4       0.447      2.056e-04
3744        486.5       0.434      1.861e-04
3745        486.7       0.421      1.696e-04
3746        486.8       0.408      1.522e-04
3747        486.9       0.395      1.406e-04
3748        487.0       0.382      1.299e-04
3749        487.2       0.369      1.176e-04
3750        487.3       0.356      1.044e-04
3751        487.4       0.343      9.297e-05
3752        487.6       0.330      8.211e-05
3753        487.7       0.317      6.984e-05
3754        487.8       0.304      6.010e-05
3755        488.0       0.291      5.105e-05
3756        488.1       0.278      4.302e-05
3757        488.2       0.265      3.442e-05
3758        488.3       0.252      2.908e-05
3759        488.5       0.239      2.301e-05
3760        488.6       0.226      2.031e-05
3761        488.7       0.213      1.549e-05
3762        488.9       0.200      1.320e-05
3763        489.0       0.187      1.124e-05
3764        489.1       0.174      9.110e-06
3765        489.3       0.161      8.674e-06
3766        489.4       0.148      7.416e-06
3767        489.5       0.135      6.310e-06
3768        489.6       0.122      6.221e-06
3769        489.8       0.109      5.514e-06
3770        489.9       0.096      5.124e-06
3771        490.0       0.083      3.809e-06
3772        490.2       0.070      4.209e-06
3773        490.3       0.057      3.608e-06
3774        490.4       0.044      3.083e-06
3775        490.6       0.031      2.533e-06
3776        490.7       0.018      2.494e-06
3777        490.8       0.005      2.584e-06
3778        490.9      -0.008      2.144e-06
3779        491.1      -0.021      1.475e-06
3780        491.2      -0.034      1.578e-06
3781        491.3      -0.047      7.576e-07
3782        491.5      -0.060      1.001e-06
3783        491.6      -0.073      1.204e-06
3784        491.7      -0.086      1.688e-06
3785        491.9      -0.099      1.632e-06
3786        492.0      -0.112      1.435e-06
